name,slug,operator,address,zip,city,state,country,countryName,region,Laser,Dome,70mm,_geoloc.lat,_geoloc.lng
Plaza Carolina Cinema & IMAX,plaza-carolina-cinema-imax,,"Mall Paza Carolina, Carr 3, Ave.  Fragoso, Sabana Abajo",983,Carolina,,PR,Puerto Rico,LATAM,FALSE,FALSE,FALSE,18.39336,-65.97472
Montehiedra Cinemas & IMAX,montehiedra-cinemas-imax,,"Montehiedra Towne Center, Ave. Los Romero",926,San Juan,,PR,Puerto Rico,LATAM,FALSE,FALSE,FALSE,18.33833,-66.06864
Cine Libertad & IMAX,cine-libertad-and-imax,,"4 Calle Ote. &, 6a Avenida Sur.",,San Salvador,,SV,El Salvador,LATAM,TRUE,FALSE,FALSE,13.69700,-89.18910
Digicel IMAX,digicel-imax,,One Woodbrook Place,,Port of Spain,,TT,Trinidad and Tobago,LATAM,FALSE,FALSE,FALSE,10.66777,-61.52853
SilverCity Ancaster Cinemas & IMAX,silvercity-ancaster-cinemas-imax,CINEPLEX,771 Golf Links Road,L9G 3K9,Ancaster,,CA,Canada,NA,FALSE,FALSE,FALSE,43.22726,-79.95356
Landmark Cinemas 16 Country Hills & IMAX,landmark-cinemas-16-country-hills-imax,,300-388 Country Hills Boulevard NE,T3K 5A6,Calgary,,CA,Canada,NA,TRUE,FALSE,FALSE,51.15568,-114.06780
Scotiabank Chinook & IMAX,scotiabank-chinook-imax,CINEPLEX,6455 MacLeod Trail SW,T2H 0K4,Calgary,,CA,Canada,NA,FALSE,FALSE,TRUE,50.99552,-114.07420
Cineplex Cinemas Coquitlam & IMAX,cineplex-cinemas-coquitlam-and-imax,CINEPLEX,170 Schoolhouse Street,V3K 4X9,Coquitlam,British Columbia,CA,Canada,NA,TRUE,FALSE,FALSE,49.23520,-122.85390
Cineplex Cinemas Dieppe & IMAX,cineplex-cinemas-dieppe-and-imax,CINEPLEX,1 Promenade Bass Pro Drive,E1A 6S5,Dieppe,New Brunswick,CA,Canada,NA,FALSE,FALSE,FALSE,46.09860,-64.76310
Cineplex Odeon South Edmonton & IMAX,cineplex-odeon-south-edmonton-and-imax,CINEPLEX,1525-99th Street NW,T6N 1K5,Edmonton,Alberta,CA,Canada,NA,TRUE,FALSE,FALSE,53.44560,-113.48200
Scotiabank Edmonton & IMAX,scotiabank-edmonton-imax,CINEPLEX,170th Street & Whitemud Drive,T5T 4M2,Edmonton,,CA,Canada,NA,FALSE,FALSE,TRUE,53.52279,-113.62890
TELUS World of Science – Edmonton IMAX Theatre,telus-world-science-–-edmonton-imax-theatre,,11211 142nd Street NW,T5M 4A1,Edmonton,,CA,Canada,NA,TRUE,FALSE,FALSE,53.56102,-113.56420
Scotiabank Ottawa & IMAX,scotiabank-ottawa-imax,CINEPLEX,2385 City Park Drive,K1J 1G1,Gloucester,,CA,Canada,NA,FALSE,FALSE,FALSE,45.43150,-75.61316
Scotiabank Halifax & IMAX,scotiabank-halifax-imax,CINEPLEX,190 Chain Lake Drive,B3S 1C5,Halifax,,CA,Canada,NA,FALSE,FALSE,TRUE,44.64866,-63.67425
Landmark Cinemas 24 Kanata & IMAX,landmark-cinemas-24-kanata-imax,,801 Kanata Avenue,K2T 1E7,Kanata,,CA,Canada,NA,TRUE,FALSE,FALSE,45.30969,-75.90903
Landmark Cinemas 10 Kingston & IMAX,landmark-cinemas-10-kingston-imax,,120 Dalton Avenue,K7K 0C3,Kingston,,CA,Canada,NA,FALSE,FALSE,FALSE,44.26574,-76.50290
Cineplex Cinemas Langley & IMAX,cineplex-cinemas-langley-imax,CINEPLEX,20090-91A Ave,V1M 3Y9,Langley,,CA,Canada,NA,FALSE,FALSE,TRUE,49.16848,-122.66580
SilverCity London Cinemas & IMAX,silvercity-london-cinemas-imax,CINEPLEX,1680 Richmond Street,N6G 3Y9,London,,CA,Canada,NA,FALSE,FALSE,FALSE,43.02677,-81.27770
Cineplex Cinemas Markham VIP & IMAX,cineplex-cinemas-markham-vip-imax,CINEPLEX,179 Enterprise Boulevard,L6G 0E7,Markham,,CA,Canada,NA,FALSE,FALSE,FALSE,43.84920,-79.32842
Cineplex Cinemas Courtney Park & IMAX,cineplex-cinemas-courtney-park-imax,CINEPLEX,110 Courtney Park Drive,L5T 2Y3,Mississauga,,CA,Canada,NA,FALSE,FALSE,FALSE,43.63777,-79.69090
Cineplex Cinemas Mississauga & IMAX,cineplex-cinemas-mississauga-imax,CINEPLEX,309 Rathburn Road West,L5B 4C1,Mississauga,,CA,Canada,NA,FALSE,FALSE,TRUE,43.59237,-79.65075
Cinema Banque Scotia Montreal & IMAX,cinema-banque-scotia-montreal-imax,CINEPLEX,977 rue Sainte-Catherine Ouest,H3B 4W3,Montréal,,CA,Canada,NA,FALSE,FALSE,TRUE,45.50084,-73.57227
Cinema Cineplex Forum & IMAX,cinema-cineplex-forum-imax,CINEPLEX,2313 St. Catherine Street West,H3H 1N2,Montréal,,CA,Canada,NA,FALSE,FALSE,FALSE,45.49016,-73.58385
IMAX Telus Montreal Science Centre,imax-telus-montreal-science-centre,,"2, rue de la Commune St. W.",H2Y 2E2,Montréal,,CA,Canada,NA,TRUE,FALSE,FALSE,45.50453,-73.55236
Landmark Cinemas Nanaimo & IMAX,landmark-cinemas-nanaimo-and-imax,,"Woodgrove Shopping Centre, 6631 North Island Highway",V9T4T7,Nanaimo,BC,CA,Canada,NA,TRUE,FALSE,FALSE,49.23590,-124.05160
Cineplex Cinemas Empress Walk & IMAX,cineplex-cinemas-empress-walk-imax,CINEPLEX,5095 Yonge Street,M2N 6Z4,North York,,CA,Canada,NA,FALSE,FALSE,FALSE,43.76881,-79.41242
Cineplex Cinemas Winston Churchill & IMAX,cineplex-cinemas-winston-churchill-imax,CINEPLEX,2081 Winston Park Drive,L6H 6P5,Oakville,,CA,Canada,NA,FALSE,FALSE,FALSE,43.50962,-79.66908
Cineplex Cinemas Galeries de la Capitale & IMAX,cineplex-cinemas-galeries-de-la-capitale-imax,CINEPLEX,5401 boulevard des Galeries,G2K 1N4,Québec,,CA,Canada,NA,FALSE,FALSE,FALSE,46.82884,-71.29983
"Kramer IMAX, Saskatchewan Science Centre",kramer-imax-saskatchewan-science-centre,,2903 Powerhouse Drive,S4N 0A1,Regina,,CA,Canada,NA,TRUE,FALSE,TRUE,50.43287,-104.59480
SilverCity Riverport & IMAX,silvercity-riverport-imax,CINEPLEX,14211 Entertainment Way,V6W 1K4,Richmond,,CA,Canada,NA,FALSE,FALSE,TRUE,49.13505,-123.06600
Scotiabank St. John's & IMAX,scotiabank-st-johns-imax,CINEPLEX,"48 Kenmount Road, Avalon Mall",A1B 1W3,St. Johns,,CA,Canada,NA,FALSE,FALSE,FALSE,47.56163,-52.75589
"La Salle IMAX, Science North",la-salle-imax-science-north,,100 Ramsey Lake Road,P3E 5S9,Sudbury,,CA,Canada,NA,TRUE,FALSE,FALSE,46.47029,-80.99589
Cineplex Cinemas Yonge Dundas & IMAX,cineplex-cinemas-yonge-dundas-imax,CINEPLEX,10 Dundas Street East,M5B 2G9,Toronto,,CA,Canada,NA,FALSE,FALSE,FALSE,43.65649,-79.38063
Cineplex Cinemas Yonge-Eglinton & IMAX,cineplex-cinemas-yonge-eglinton-and-imax,CINEPLEX,2300 Yonge Street,M4P 1E4,Toronto,Ontario,CA,Canada,NA,FALSE,FALSE,FALSE,43.70750,-79.39850
Cineplex Odeon Eglinton Town Centre Cinemas & IMAX,cineplex-odeon-eglinton-town-centre-cinemas-imax,CINEPLEX,22 Lebovic Avenue,M1L 4V9,Toronto,,CA,Canada,NA,FALSE,FALSE,FALSE,43.72250,-79.29216
Scotiabank Toronto & IMAX,scotiabank-toronto-imax,CINEPLEX,259 Richmond Street West,M5V 3M6,Toronto,,CA,Canada,NA,TRUE,FALSE,FALSE,43.64892,-79.39137
Scotiabank Vancouver & IMAX,scotiabank-vancouver-and-imax,CINEPLEX,900 Burrard St.,V6Z 0A4,Vancouver,BC,CA,Canada,NA,TRUE,FALSE,FALSE,49.28200,-123.12430
"IMAX Victoria, Royal BC Museum",imax-victoria-royal-bc-museum,,675 Belleville Street,V8W 91A1,Victoria,,CA,Canada,NA,TRUE,FALSE,FALSE,48.41994,-123.36800
SilverCity Victoria Cinemas & IMAX,silvercity-victoria-cinemas-imax,CINEPLEX,3130 Tillicum Road - corner of Burnside & Tillicum Road,V9A 6T2,Victoria,,CA,Canada,NA,FALSE,FALSE,FALSE,48.45495,-123.39770
Landmark Waterloo & IMAX,landmark-waterloo-imax,,415 The Boardwalk,N2T 0A6,"Waterloo, Ontario",,CA,Canada,NA,TRUE,FALSE,FALSE,43.43890,-80.56580
Landmark Cinemas 24 Whitby & IMAX,landmark-cinemas-24-whitby-imax,,401 and Thickson,L1N 9S2,Whitby,,CA,Canada,NA,FALSE,FALSE,FALSE,43.86932,-78.91354
Cineplex Odeon Devonshire Mall & IMAX,cineplex-odeon-devonshire-mall-imax,CINEPLEX,3100 Howard Avenue,N8X 3Y8,Windsor,,CA,Canada,NA,FALSE,FALSE,FALSE,42.27357,-83.00023
Scotiabank Theatre Winnipeg & IMAX,scotiabank-theatre-winnipeg-imax,CINEPLEX,817 St James Street,R3G 3L3,Winnipeg,,CA,Canada,NA,FALSE,FALSE,FALSE,49.88721,-97.19999
Cineplex Cinemas Vaughan & IMAX,cineplex-cinemas-vaughan-imax,CINEPLEX,3555 Highway 7 West,L4L 6B1,Woodbridge,,CA,Canada,NA,FALSE,FALSE,TRUE,43.78858,-79.54333
Regal Crossgates & IMAX,regal-crossgates-imax,REGL,One Crossgates Mall Road,12203,Albany,NY,US,United States of America,NA,TRUE,FALSE,FALSE,42.68748,-73.85136
AMC Albuquerque 12 & IMAX,amc-albuquerque-12-imax,AMC,3810 Las Estancias Way SW,87121,Albuquerque,NM,US,United States of America,NA,FALSE,FALSE,FALSE,35.02313,-106.72789
Regal Winrock & IMAX,regal-winrock-imax,REGL,2100 Louisina Blvd NE - Bld 400,87110,Albuquerque,NM,US,United States of America,NA,TRUE,FALSE,FALSE,35.10095,-106.56390
AMC Hoffman Center 22 & IMAX,amc-hoffman-center-22-imax,AMC,206 Swamp Fox Road,22314,Alexandria,VA,US,United States of America,NA,TRUE,FALSE,FALSE,38.80320,-77.07092
Regal Edwards Alhambra Renaissance & IMAX,regal-edwards-alhambra-renaissance-imax,REGL,1 East Main Street,91801,Alhambra,CA,US,United States of America,NA,TRUE,FALSE,FALSE,34.09538,-118.12680
Regal Edwards Aliso Viejo & IMAX,regal-edwards-aliso-viejo-imax,REGL,"26701 Aliso Creek Road, Enterprise Dr.",92656,Aliso Viejo,CA,US,United States of America,NA,TRUE,FALSE,FALSE,33.57499,-117.72360
AMC North Point Mall 12 & IMAX,amc-north-point-mall-12-imax,AMC,4500 North Point Circle,30022,Alpharetta,GA,US,United States of America,NA,FALSE,FALSE,FALSE,34.04595,-84.29749
AMC Altamonte Mall 18 & IMAX,amc-altamonte-mall-18-imax,AMC,433 E. Altamonte Dr.,32701,Altamonte Springs,FL,US,United States of America,NA,TRUE,FALSE,FALSE,28.66165,-81.38864
Regal Tikahtnu & IMAX,regal-tikahtnu-imax,REGL,1102 North Muldoon Road - Suite B,99504,Anchorage,AK,US,United States of America,NA,FALSE,FALSE,FALSE,61.21236,-149.73350
AMC Santa Anita 16 & IMAX,amc-santa-anita-16-imax,AMC,400 Baldwin Ave,91007,Arcadia,CA,US,United States of America,NA,TRUE,FALSE,FALSE,34.13540,-118.05430
AMC The Parks at Arlington 18 & IMAX,amc-parks-arlington-18-imax,AMC,3861 S. Cooper,76015,Arlington,TX,US,United States of America,NA,TRUE,FALSE,FALSE,32.68301,-97.13303
Regal Fox & IMAX,regal-fox-imax,REGL,22875 Brambleton Plaza,20148,Ashburn,VA,US,United States of America,NA,TRUE,FALSE,FALSE,38.98426,-77.53681
University 16 & IMAX,university-16-and-imax,GRGA,1793 Oconee Connector,30606,Athens,GA,US,United States of America,NA,TRUE,FALSE,FALSE,33.91546,-83.44875
Regal Atlantic Station & IMAX,regal-atlantic-station-imax,REGL,"261 19th Street NW, Suite 1250",30363,Atlanta,GA,US,United States of America,NA,TRUE,FALSE,FALSE,33.79344,-84.39654
"IMAX, Tropicana Casino & Resort",imaxtropicana-casino-resort,,2831 Boardwalk,8401,Atlantic City,NJ,US,United States of America,NA,FALSE,FALSE,FALSE,39.35205,-74.44418
AMC Star Great Lakes 25 & IMAX,amc-star-great-lakes-25-imax,AMC,4300 Baldwin Road,48326,Auburn Hills,MI,US,United States of America,NA,FALSE,FALSE,FALSE,42.70293,-83.29479
Regal Augusta Exchange & IMAX,regal-augusta-exchange-imax,REGL,1144 Agerton Lane,30909,Augusta,GA,US,United States of America,NA,FALSE,FALSE,FALSE,33.48780,-82.07833
AMC Arapahoe Crossing 16 & IMAX,amc-arapahoe-crossing-16-imax,AMC,6696 South Parker Road,80016,Aurora,CO,US,United States of America,NA,FALSE,FALSE,FALSE,39.59521,-104.80210
AMC Barton Creek Square 14 & IMAX,amc-barton-creek-square-14-imax,AMC,2901 Capital of Texas Highway,78746,Austin,TX,US,United States of America,NA,FALSE,FALSE,FALSE,30.25769,-97.80766
EVO Cinemas Belterra Village & IMAX,evo-cinemas-belterra-village-and-imax,EVO,166 Hargraves Drive,78737,Austin,Texas,US,United States of America,NA,TRUE,FALSE,FALSE,30.20637,-97.97611
"IMAX, The Bullock Texas State History Museum",imax-bullock-texas-state-history-museum,,1800 N Congress Avenue,78701,Austin,TX,US,United States of America,NA,TRUE,FALSE,FALSE,30.27971,-97.73856
Regal Gateway & IMAX,regal-gateway-imax,REGL,9700 Stonelake Blvd,78759,Austin,TX,US,United States of America,NA,TRUE,FALSE,FALSE,30.38731,-97.73829
AMC Aventura 24 & IMAX,amc-aventura-24-imax,AMC,19501 Biscayne Blvd.,33180,Aventura,FL,US,United States of America,NA,TRUE,FALSE,FALSE,25.95517,-80.14720
Reading Cinemas Valley Plaza 16 & IMAX,reading-cinemas-valley-plaza-16-imax,READ,2000 Wible Road,93304,Bakersfield,CA,US,United States of America,NA,FALSE,FALSE,FALSE,35.33701,-119.03898
Fleet Science Center,fleet-science-center,,1875 El Prado,92101,Balboa Park,CA,US,United States of America,NA,TRUE,FALSE,FALSE,32.73135,-117.14818
"IMAX, Maryland Science Center",imax-maryland-science-center,,601 Light Street,21230,Baltimore,MD,US,United States of America,NA,FALSE,FALSE,FALSE,39.28206,-76.61262
AMC Baton Rouge 16 & IMAX,amc-baton-rouge-16,AMC,16040 Hatteras Ave.,70816,Baton Rouge,LA,US,United States of America,NA,FALSE,FALSE,FALSE,30.44119,-91.00931
AMC Mall of Louisiana 15 & IMAX,amc-mall-louisiana-15,AMC,9168T Picardy Ave Extension,70836,Baton Rouge,LA,US,United States of America,NA,FALSE,FALSE,FALSE,30.38676,-91.08509
Hooky Baytown & IMAX,showbiz-cinemas-baytown-and-imax,HOOK,10550 Interstate 10 Service Road,77523,Baytown,TX,US,United States of America,NA,TRUE,FALSE,FALSE,29.81819,-94.90068
CinemaWest 2nd Street & IMAX,2nd-street-cinema-and-imax,CWST,1491 E 2nd Street,92223,Beaumont,CA,US,United States of America,NA,TRUE,FALSE,FALSE,33.92350,-116.95510
Cinemark The Greene 14 & IMAX,cinemark-greene-14-imax,CNMK,4489 Glengarry Dr,45440,Beavercreek,OH,US,United States of America,NA,FALSE,FALSE,FALSE,39.69370,-84.10498
Cinemark Lincoln Square Cinemas & IMAX,cinemark-lincoln-square-cinemas-imax,CNMK,700 Bellevue Way NE,98004,Bellevue,WA,US,United States of America,NA,FALSE,FALSE,FALSE,47.61659,-122.20140
Regal Barkley Village & IMAX,regal-barkley-village-imax,REGL,3005 Cinema Place,98226,Bellingham,WA,US,United States of America,NA,FALSE,FALSE,FALSE,48.76944,-122.44640
Regal Old Mill & IMAX,regal-old-mill-imax,REGL,680 SW Powerhouse Drive,97702,Bend,OR,US,United States of America,NA,FALSE,FALSE,FALSE,44.04389,-121.31460
AMC Neshaminy 24 & IMAX,amc-neshaminy-24-imax,AMC,3900 Rockhill Drive,19020,Bensalem,PA,US,United States of America,NA,TRUE,FALSE,FALSE,40.13588,-74.95675
AMC Shiloh 14 & IMAX,amc-shiloh-14-imax,AMC,1001 Shiloh Crossing Boulevard,59108,Billings,MT,US,United States of America,NA,FALSE,FALSE,FALSE,45.75110,-108.61420
"IMAX Dome, McWane Center",imax-dome-mcwane-center,,200 Nineteenth Street North,35203,Birmingham,AL,US,United States of America,NA,TRUE,TRUE,FALSE,33.51475,-86.80792
Marcus Bloomington Galaxy 14 & IMAX,marcus-bloomington-galaxy-14-imax,MRCS,1111 Wylie Drive,61701,Bloomington,IL,US,United States of America,NA,FALSE,FALSE,FALSE,40.48913,-89.03677
Regal Edwards Boise & IMAX,regal-edwards-boise-imax,REGL,7701 W Overland Road,83709,Boise,ID,US,United States of America,NA,TRUE,FALSE,FALSE,43.59016,-116.27970
Regal Louisiana Boardwalk & IMAX,regal-louisiana-boardwalk-imax,REGL,2 River Colony Drive,71111,Bossier City,LA,US,United States of America,NA,FALSE,FALSE,FALSE,32.51998,-93.73716
AMC Boston Common 19,amc-boston-common-19,AMC,175 Tremont Street,2111,Boston,MA,US,United States of America,NA,TRUE,FALSE,FALSE,42.35350,-71.06430
"Mugar Omni, Museum of Science",mugar-omni-museum-science,,1 Science Park,2114,Boston,MA,US,United States of America,NA,TRUE,FALSE,FALSE,42.36751,-71.07065
AMC The Regency 20 & IMAX,amc-regency-20-imax,AMC,2496 W. Brandon Blvd.,33511,Brandon,FL,US,United States of America,NA,TRUE,FALSE,FALSE,27.94297,-82.32451
Branson's IMAX - Entertainment Complex,bransons-imax-entertainment-complex,,3562 Shepard of the Hills Expressway,65616,Branson,MO,US,United States of America,NA,TRUE,FALSE,FALSE,36.65274,-93.28820
AMC Brentwood 14 & IMAX,amc-brentwood-14,AMC,2525 Sand Creek Rd.,94513,Brentwood,CA,US,United States of America,NA,FALSE,FALSE,FALSE,37.94372,-121.73980
Regal UA Sheepshead Bay & IMAX,regal-ua-sheepshead-bay-imax,REGL,3907 Shore Parkway,11235,Brooklyn,NY,US,United States of America,NA,TRUE,FALSE,FALSE,40.58609,-73.93085
AMC Flatiron Crossing 14 & IMAX,amc-flatiron-crossing-14-imax,AMC,61 West Flatiron Crossing Circle,80021,Broomfield,CO,US,United States of America,NA,TRUE,FALSE,FALSE,39.92972,-105.13090
Premiere Cinema Bryan + IMAX,premiere-cinema-bryan-imax,PRCM,950 North Earl Rudder Freeway,77808,Bryan,TX,US,United States of America,NA,FALSE,FALSE,FALSE,30.66863,-96.33394
Regal Mall of Georgia & IMAX,regal-mall-georgia-imax,REGL,3333 Buford Drive - Suite 3000,30519,Buford,GA,US,United States of America,NA,TRUE,FALSE,TRUE,34.07125,-83.98426
AMC Burbank 16 & IMAX,amc-burbank-16-imax,AMC,125 E. Palm Ave.,91502,Burbank,CA,US,United States of America,NA,TRUE,FALSE,FALSE,34.18150,-118.31240
Regal Edwards Camarillo Palace & IMAX,regal-edwards-camarillo-palace-imax,REGL,680 Ventura Boulevard,93010,Camarillo,CA,US,United States of America,NA,FALSE,FALSE,FALSE,34.21804,-119.06300
AMC Topanga 12 & IMAX,amc-topanga-12-imax,AMC,6600 Topanga Canyon Blvd.,91303,Canoga Park,CA,US,United States of America,NA,TRUE,FALSE,FALSE,34.19090,-118.60420
Regal Crossroads & IMAX,regal-crossroads-imax,REGL,501 Caitboo Avenue,27518,Cary,NC,US,United States of America,NA,TRUE,FALSE,FALSE,35.75881,-78.73835
AMC Center Valley 16 & IMAX,amc-center-valley-16-imax,AMC,2805 Center Valley Parkway,18034,Center Valley,PA,US,United States of America,NA,FALSE,FALSE,FALSE,40.55733,-75.40938
Megaplex 14 & IMAX at Legacy Crossing,megaplex-14-imax-legacy-crossing,MEGA,I-15 & Parrish Lane,84014,Centerville,UT,US,United States of America,NA,FALSE,FALSE,FALSE,40.92159,-111.88910
"Airbus IMAX, Steven F. Udvar-Hazy Center",airbus-imax-steven-f-udvar-hazy-center,,14390 Air and Space Museum Parkway,20151,Chantilly,VA,US,United States of America,NA,TRUE,FALSE,FALSE,38.91088,-77.44326
AMC Northlake 14 & IMAX,amc-northlake-14-imax,AMC,7325 Northlake Mall Drive,28216,Charlotte,NC,US,United States of America,NA,FALSE,FALSE,FALSE,35.35335,-80.85007
Charlotte IMAX Dome Theatre at Discovery Place,charlotte-imax-dome-theatre-discovery-place,,168 W 6th St,28202,Charlotte,NC,US,United States of America,NA,TRUE,FALSE,FALSE,35.22900,-80.84077
Regal Stonecrest At Piper Glen & IMAX,regal-stonecrest-piper-glen-imax,REGL,7824 Rea Road - Stonecrest at Piper Glen Shopping Center,28277,Charlotte,NC,US,United States of America,NA,TRUE,FALSE,FALSE,35.06193,-80.81444
Regal Stonefield & IMAX,regal-stonefield-imax,REGL,1954 Swanson Drive,22901,Charlottesville,VA,US,United States of America,NA,FALSE,FALSE,FALSE,38.06324,-78.49301
AMC Chattanooga 18 & IMAX,amc-chattanooga-18-imax,AMC,5080 South Terrace,37412,Chattanooga,TN,US,United States of America,NA,FALSE,FALSE,FALSE,35.00252,-85.22458
"IMAX, Tennessee Aquarium",imax-3d-tennessee-aquarium,,201 Chestnut Street,37401,Chattanooga,TN,US,United States of America,NA,TRUE,FALSE,TRUE,35.05454,-85.31205
AMC Cherry Hill 24 & IMAX,amc-cherry-hill-24-imax,AMC,2121 Route 38,8002,Cherry Hill,NJ,US,United States of America,NA,TRUE,FALSE,FALSE,39.93850,-75.02630
AMC Roosevelt Collection 16 & IMAX,amc-roosevelt-collection-16-and-imax,AMC,1011 S Delano Court,60605,Chicago,IL,US,United States of America,NA,TRUE,FALSE,FALSE,41.86950,-87.63250
Regal City North & IMAX,regal-city-north-imax,REGL,2600 N. Western Ave,60647,Chicago,IL,US,United States of America,NA,FALSE,FALSE,FALSE,41.92909,-87.68784
Robert D. Lindner Family OMNIMAX® Theater,robert-d-lindner-family-omnimax®-theater,,1301 Western Avenue,45203-1138,Cincinnati,OH,US,United States of America,NA,TRUE,FALSE,FALSE,39.10896,-84.53238
AMC Puente 20 & IMAX,amc-puente-20-imax,AMC,1560 South Azusa Avenue,91748,City of Industry,CA,US,United States of America,NA,TRUE,FALSE,FALSE,33.99380,-117.93050
AMC Clifton Commons 16 & IMAX,amc-clifton-commons-16-imax,AMC,405 Route 3 East,7014,Clifton,NJ,US,United States of America,NA,TRUE,FALSE,FALSE,40.82769,-74.13879
Cinemark Carefree Circle & IMAX,cinemark-carefree-circle-imax,CNMK,3305 Cinema Point,80922,Colorado Springs,CO,US,United States of America,NA,FALSE,FALSE,TRUE,38.88160,-104.71690
AMC Columbia 14 & IMAX,amc-columbia-14-imax,AMC,10300 Patuxent Parkway,21044,Columbia,MD,US,United States of America,NA,TRUE,FALSE,FALSE,39.22229,-76.85830
Regal Sandhill & IMAX,regal-sandhill-imax,REGL,450 Town Center Place,29229,Columbia,SC,US,United States of America,NA,FALSE,FALSE,FALSE,34.13113,-80.88024
AMC Columbus Park 15 & IMAX,amc-columbus-park-15-imax,AMC,5555 Whitlesey Parkway,31909,Columbus,GA,US,United States of America,NA,FALSE,FALSE,FALSE,32.54681,-84.94249
AMC Easton Town Center 30 & IMAX,amc-easton-town-center-30-imax,AMC,275 Easton Town Ctr,43219,Columbus,OH,US,United States of America,NA,TRUE,FALSE,FALSE,40.05169,-82.91523
Lennox Town Center & IMAX,lennox-town-center-imax,PHNX,777 Kinnear Road,43212,Columbus,OH,US,United States of America,NA,TRUE,FALSE,FALSE,39.99629,-83.02780
AMC Concord Mills 24 & IMAX,amc-concord-mills-24-imax,AMC,8421 Concord Mills Blvd.,28027,Concord,NC,US,United States of America,NA,TRUE,FALSE,FALSE,35.37034,-80.72645
CinemaWest Veranda Luxe & IMAX,veranda-luxe-cinema-imax,CWST,2035 Diamond Blvd.,94520,Concord,CA,US,United States of America,NA,FALSE,FALSE,FALSE,37.97786,-122.06079
Cinemark Century Corpus Christi 16 & IMAX,cinemark-century-corpus-christi-16-imax,CNMK,6685 South Padre Island Drive,78412,Corpus Christi,TX,US,United States of America,NA,FALSE,FALSE,FALSE,27.69768,-97.35100
AMC Star Council Bluffs 17 & IMAX,amc-star-council-bluffs-17-imax,AMC,3220 23rd Avenue,51503,Council Bluffs,IA,US,United States of America,NA,FALSE,FALSE,FALSE,41.24052,-95.89337
AMC Covina 17 & IMAX,amc-covina-30-imax,AMC,1414 North Azusa Avenue,91722,Covina,CA,US,United States of America,NA,TRUE,FALSE,FALSE,34.10635,-117.90680
AMC Avenue Forsyth 12 & IMAX,amc-avenue-forsyth-12-imax,AMC,350 Peachtree Parkway,30041,Cumming,GA,US,United States of America,NA,FALSE,FALSE,FALSE,34.15442,-84.17382
AMC Mesquite 30 & IMAX,amc-mesquite-30-imax,AMC,19919 Lyndon B. Johnson Freeway,75149,Dallas,TX,US,United States of America,NA,TRUE,FALSE,FALSE,32.78857,-96.62660
AMC Northpark 15 & IMAX,amc-northpark-15-imax,AMC,8687 N. Central Expressway,75225,Dallas,TX,US,United States of America,NA,TRUE,FALSE,FALSE,32.86640,-96.77050
Cinemark Dallas & IMAX,cinemark-dallas-imax,CNMK,11819 Webb Chapel Road,75234,Dallas,TX,US,United States of America,NA,FALSE,FALSE,TRUE,32.91033,-96.87445
Cinemark Century Daly City 20 & IMAX,cinemark-century-daly-city-20-imax,CNMK,1901 Junipero Serra Blvd.,94015,Daly City,CA,US,United States of America,NA,TRUE,FALSE,FALSE,37.70343,-122.47063
AMC Danbury 16 & IMAX,amc-danbury-16-imax,AMC,61 Eagle Road,6810,Danbury,CT,US,United States of America,NA,FALSE,FALSE,FALSE,41.41860,-73.41700
AMC Liberty Tree Mall 20 & IMAX,amc-liberty-tree-mall-20-imax,AMC,100 Independence Way,1923,Danvers,MA,US,United States of America,NA,TRUE,FALSE,FALSE,42.55090,-70.93710
Cinemark Davenport 18 & IMAX,cinemark-davenport-18-imax,CNMK,3601 East 53rd Street,52807,Davenport,IA,US,United States of America,NA,FALSE,FALSE,FALSE,41.57467,-90.52666
Cinépolis Polk County & IMAX,cinépolis-polk-county-imax,CPLS,5500 Grandview Parkway,33837,Davenport,FL,US,United States of America,NA,FALSE,FALSE,FALSE,28.23436,-81.64319
CMX Daytona 12 & IMAX,cmx-daytona-12-and-imax,COBB,1850 Legends Ln Ste E100,32114,Daytona Beach,FL,US,United States of America,NA,TRUE,FALSE,FALSE,29.19300,-81.07070
Regal Deer Park & IMAX,regal-deer-park-imax,REGL,1050 The Arches Circle,11729,Deer Park,NY,US,United States of America,NA,FALSE,FALSE,FALSE,40.76417,-73.31176
Paragon Deerfield & IMAX,paragon-deerfield-and-imax,PARAG,3984 West Hillsboro Boulevard,33442,Deerfield Beach,FL,US,United States of America,NA,TRUE,FALSE,FALSE,26.31580,-80.15940
Hooky Delray Beach & IMAX,evo-entertainment-delray-beach-imax,HOOK,14775 Lyons Rd,33446,Delray Beach,FL,US,United States of America,NA,TRUE,FALSE,FALSE,26.45416,-80.18811
Epic Theatres of West Volusia & IMAX,epic-theatres-of-west-volusia-and-imax,,939 Hollywood Blvd.,32725,Deltona,FL,US,United States of America,NA,TRUE,FALSE,FALSE,28.94180,-81.25340
AMC Orchard 12 & IMAX,amc-orchard-12-imax,AMC,14653 Orchard Parkway,80023,Denver,CO,US,United States of America,NA,TRUE,FALSE,FALSE,39.95804,-104.99370
AMC Westminster Promenade 24 & IMAX,amc-westminster-promenade-24,AMC,10655 Westminster Blvd.,80020,Denver,CO,US,United States of America,NA,TRUE,FALSE,FALSE,39.88933,-105.07060
