name,slug,operator,address,zip,city,state,country,countryName,region,Laser,Dome,70mm,_geoloc.lat,_geoloc.lng
Hoyts Blacktown & IMAX,hoyts-blacktown-and-imax,,Patrick Street,2148,Blacktown,New South Wales,AU,Australia,APAC,TRUE,FALSE,FALSE,-33.77018,150.90640
Event Cinemas Pacific Fair Mall & IMAX,event-cinemas-pacific-fair-mall-and-imax,,"Pacific Fair Shopping Mall, Level 1, Hooker Blvd.",4218,Broadbeach,,AU,Australia,APAC,TRUE,FALSE,FALSE,-28.03690,153.42820
Dendy Canberra & IMAX,dendy-canberra-and-imax,,"Dendy Canberra, Level 2, North Quarter, Canberra Centre, 148 Bunda Street",2600,Canberra,,AU,Australia,APAC,TRUE,FALSE,FALSE,-35.27800,149.13280
Hoyts Carousel & IMAX,hoyts-carousel-and-imax,,1382 Albany Hwy,6107,Cannington,Western Australia,AU,Australia,APAC,TRUE,FALSE,FALSE,-32.01940,115.93850
Hoyts Chadstone & IMAX,hoyts-chadstone-and-imax,,"Level 2, 1341 Dandenong Rd  ",3148,Chadstone,Victoria,AU,Australia,APAC,TRUE,FALSE,FALSE,-37.88730,145.08370
Event Cinemas Innaloo & IMAX,event-cinemas-innaloo-and-imax,,57 Liege Street,6018,Innaloo,,AU,Australia,APAC,TRUE,FALSE,FALSE,-31.90470,115.79790
"Village Cinemas, Fountain Gate IMAX",village-cinemas-fountain-gate-imax,,"55 Overland Dr, Narre Warren",3805,Melbourne,Victoria,AU,Australia,APAC,TRUE,FALSE,FALSE,-38.01930,145.30570
"IMAX, Melbourne Museum",imax-melbourne-museum,,11 Nicholson Street,3053,Melbourne,,AU,Australia,APAC,TRUE,FALSE,TRUE,-37.80379,144.97054
Hoyts Melbourne Central & IMAX,hoyts-melbourne-central-and-imax,,"Level 3, Corner Swanstone & Latrobe St.",3000,Melbourne,,AU,Australia,APAC,TRUE,FALSE,FALSE,-37.80980,144.96370
IMAX Sydney,lg-imax-darling-harbour,,1/35 Wheat Road,2000,Sydney,,AU,Australia,APAC,FALSE,FALSE,FALSE,-33.87270,151.20230
Anqing InJoy Bestar & IMAX,anqing-injoy-bestar-imax,,"4F, InJoy Plaza, Cross of Longmianshan Road and Wanjiang Avenue, Yingjiang District",246000,Anqing,,CN,China,APAC,FALSE,FALSE,FALSE,30.52164,117.08454
Anshan Wanda & IMAX,anshan-wanda-imax,,"3F, Wanda Plaza, 278A Middle Qianshan Road, Lishan District",114031,Anshan,,CN,China,APAC,FALSE,FALSE,FALSE,41.10338,123.04245
Anyang Wanda & IMAX,anyang-wanda-imax,,"4F, Zhonghua Rd. Wenming Ave., Wenfeng District",455000,Anyang,,CN,China,APAC,FALSE,FALSE,FALSE,36.09219,114.39870
Baoding Wanbo Plaza Wanda & IMAX,baoding-wanbo-plaza-wanda-and-imax,,"Wanda Cinema, 5th Floor, Wanbo Plaza, No. 99 Chaoyang North Street, Jingxiu District",71000,Baoding,Hebei,CN,China,APAC,TRUE,FALSE,FALSE,38.87664,115.46958
Baoji Fuhui Jinyi & IMAX,baoji-fuhui-jinyi-imax,,"3F, No.10 Daqing Road, Jintai District",721000,Baoji,,CN,China,APAC,FALSE,FALSE,FALSE,34.36400,107.22800
Baotou Jinyuan Wanda & IMAX,baotou-jinyuan-wanda-imax,,"4F-A, Entertainment Building, Wanda Plaza, West of 210 National Rd, North of West Shahe Street",14030,Baotou,,CN,China,APAC,FALSE,FALSE,FALSE,40.61224,109.95881
Baotou Qingshan Wanda & IMAX,baotou-qingshan-wanda-imax,,"4F, No.26, Qingnian Road, Wanda Plaza, Qingshan District",14030,Baotou,,CN,China,APAC,TRUE,FALSE,FALSE,40.65495,109.85880
Baotou Victory City Mall Wanda & IMAX,baotou-victory-city-mall-wanda-imax,,"4F, Wanda Plaza, Victory City Mall, No. 18 Bayantala Street, Donghe District ",14000,"Baotou, Inner Mongolia",,CN,China,APAC,FALSE,FALSE,FALSE,40.57880,110.02450
Beijing Beiyuan Longfor Paradise Walk Bona & IMAX,beijing-beiyuan-longfor-paradise-walk-bona-and-imax,,"5F, Beijing Beiyuan Tianjie, No. 19 Beiyuan East Road, Chaoyang District",100012,Beijing,,CN,China,APAC,TRUE,FALSE,FALSE,40.03490,116.44130
Beijing CBD Wanda & IMAX,beijing-cbd-wanda-imax,,"3F, No.93, Jianguo Road, Wanda Plaza, Chaoyang District",100022,Beijing,,CN,China,APAC,TRUE,FALSE,FALSE,39.90932,116.47152
Beijing Changping Hopson Hoyts & IMAX,beijing-changping-hopson-hoyts-and-imax,,"No. 34, B2/F, Hopson, No.1 Beiqing Road, Changping District",102206,Beijing,,CN,China,APAC,TRUE,FALSE,FALSE,40.09640,116.29100
Beijing Dongba Wanda & IMAX,beijing-dongba-wanda-and-imax,,"5F, Wanda Plaza, No. 25 Dongba Middle Road, Chaoyang District",100015,Beijing,,CN,China,APAC,TRUE,FALSE,FALSE,39.90930,116.47100
Beijing Emperor Center & IMAX,beijing-emperor-center-imax,,"B1, Emperor Center, No. 12 Jianwai Street, Chaoyang District",100020,Beijing,,CN,China,APAC,TRUE,FALSE,FALSE,39.91392,116.45108
Beijing Fangshan Longfar Paradise Walk Womei & IMAX,beijing-fangshan-longfar-paradise-walk-womei-imax,,"5F, Longfar Paradise Walk, Changyu Avenue, Fangshan District",102401,Beijing,,CN,China,APAC,FALSE,FALSE,FALSE,39.73110,116.17080
Beijing Fangshan Wanda & IMAX,beijing-fangshan-wanda-imax,,"4F, Capital Outlets Phase 2, Changyang County, Fangshan District",102400,Beijing,,CN,China,APAC,TRUE,FALSE,FALSE,39.76289,116.19006
Beijing Fangyuanli ID Mall Bona & IMAX,beijing-fangyuanli-id-mall-bona-imax,,"5F, Fangyuanli ID Mall, No.189 East 4th Ring Middle Road, Chaoyang District",100124,Beijing,,CN,China,APAC,TRUE,FALSE,FALSE,39.88870,116.48720
Beijing Hexie Hengye & IMAX,beijing-hexie-hengye-imax,,Intersection of Northeast Wanfeng Road and Jingshi Highway,100000,Beijing,,CN,China,APAC,FALSE,FALSE,FALSE,39.88779,116.30458
Beijing Huaifang Wanda & IMAX,beijing-huaifang-wanda-imax,,"4F, Wanda Plaza, No.6 South Huaifang Road, Fengtai District",100000,Beijing,,CN,China,APAC,FALSE,FALSE,FALSE,39.81976,116.37480
Beijing Huairou Wanda & IMAX,beijing-huairou-wanda-imax,,"7F,Wanda Plaza, Building 1, No.1 Fuqian West Street, Huairou District",101400,Beijing,,CN,China,APAC,FALSE,FALSE,FALSE,40.32251,116.63651
Beijing Huiju Jinyi & IMAX,beijing-huiju-jinyi-imax,,"3rd Fl, West Hongfu Rd, IKEA Shopping Mall, Xihongmen, Daxing District",100162,Beijing,,CN,China,APAC,TRUE,FALSE,FALSE,39.73715,116.33737
Beijing Jinyi Cinema & IMAX,beijing-jinyi-cinema-imax,,"8th floor, Joy City, No.101, Chaoyang North Road",100020,Beijing,,CN,China,APAC,TRUE,FALSE,FALSE,39.92352,116.51801
Beijing Longfor Yizhuang Bona & IMAX,beijing-longfor-yizhuang-bona-imax,,"L5-A-5F-Z01, Longfor Beijing Yizhuang, Block 1 Yard No. 1, Xinghai Road, Jingkai District",100176,Beijing,,CN,China,APAC,FALSE,FALSE,FALSE,39.72690,116.34130
Beijing Lujin World Plaza Subo & IMAX,beijing-lujin-world-plaza-subo-imax,,"S306A, Bldg 2, Yard 78, West Shuangying Rd., Nanshao Town, Changping District ",,Beijing,,CN,China,APAC,FALSE,FALSE,FALSE,40.20742,116.28646
Beijing Mentougou Bona & IMAX,beijing-mentougou-bona-imax,,"Z01, 6F/Z05,5F, Building 2, No.17 East Xincheng Road, Mentougou District",102300,Beijing,,CN,China,APAC,FALSE,FALSE,FALSE,39.89408,116.65682
Beijing Miyun Bona & IMAX,beijing-miyun-bona-imax,,"4F, MixC , No.178 Binhe Road, Miyun District",101500,Beijing,,CN,China,APAC,FALSE,FALSE,FALSE,40.36233,116.84258
Beijing Qinghe CGV & IMAX,beijing-qinghe-cgv-imax,CGV,"7F, Dreamport, Middle Qinghe Street, Haidian District ",100000,Beijing,,CN,China,APAC,TRUE,FALSE,FALSE,40.03084,116.33310
Beijing RIJDOJ & IMAX,beijing-rijdoj-imax,,"4F, Zone B, RIJDOJ Shopping Mall, No.318 Datunli, Chaoyang District",100101,Beijing,,CN,China,APAC,FALSE,FALSE,FALSE,40.01083,116.42263
Beijing Sanlitun Taikoo Li Emperor & IMAX,beijing-sanlitun-taikoo-li-emperor-and-imax,,"SLG-18, LG/F, Taikoo Li Sanlitun South, Chaoyang District",100000,Beijing,,CN,China,APAC,TRUE,FALSE,FALSE,39.93420,116.45460
Beijing Shijingshan Wanda & IMAX,beijing-shijingshan-wanda-imax,,"3F, No.18, Shijingshan yi Road, Wanda Plaza, Shijingshan District",100022,Beijing,,CN,China,APAC,TRUE,FALSE,FALSE,39.90560,116.22621
Beijing Tiantongyuan Wanda & IMAX,beijing-tiantongyuan-wanda-imax,,"5F, Longde Plaza, No.186, Litang Road, Changping District",102218,Beijing,,CN,China,APAC,FALSE,FALSE,FALSE,40.05941,116.41469
Beijing Times Paradise Walk Lumiere & IMAX,beijing-times-paradise-walk-lumiere-imax,,"5F-09, Times Paradise Walk East District, North Chaoyang Road, Chaoyang Distrct",100024,Beijing,,CN,China,APAC,TRUE,FALSE,FALSE,39.92468,116.59137
Beijing Tongzhou Wanda & IMAX,beijing-tongzhou-wanda-imax,,"5th Fl, West Xinhua Street No. 25, Tongzhou Wanda Plaza Building 1, Tongzhou District",101100,Beijing,,CN,China,APAC,FALSE,FALSE,FALSE,39.90650,116.64282
Beijing U-Town Bona & IMAX,beijing-u-town-bona-imax,,"North Sanfeng Lane, Chaowai Street, No.2, Chaoyang District",100020,Beijing,,CN,China,APAC,FALSE,FALSE,FALSE,39.92184,116.44036
Beijing Xitieying Wanda & IMAX,beijing-xitieying-wanda-imax,,"7F, Wanda Plaza, No.1 Xitieying Middle Road",100039,Beijing,,CN,China,APAC,FALSE,FALSE,FALSE,39.86638,116.36203
Beijing Yangqiao Huayi Brothers & IMAX,beijing-yangqiao-huayi-brothers-imax,,"Intime City, East Majiabao Rd No.101, Building 10, Fengtai District",100071,Beijing,,CN,China,APAC,FALSE,FALSE,FALSE,39.85072,116.39234
Beijing Zhongguancun Perfect World & IMAX,beijing-zhongguancun-perfect-world-and-imax,,"No. 44 Kexueyuan South Road, Zhongguancun Sub-district, Haidian District",100080,Beijing,,CN,China,APAC,TRUE,FALSE,FALSE,39.96780,116.32580
China National Film Museum & IMAX,china-national-film-museum-imax,,"No. 9, Nanying Road, Chaoyang District",100015,Beijing,,CN,China,APAC,TRUE,FALSE,FALSE,39.95514,116.51554
"IMAX 3D, China Science & Technology Museum",imax-3d-china-science-technology-museum,,"No. 5 Beichen East Road, Chaoyang District",100012,Beijing,,CN,China,APAC,FALSE,FALSE,FALSE,39.85321,116.36086
"IMAX Dome, China Science & Technology Museum",imax-dome-china-science-technology-museum,,"No. 5 Beichen East Road, Chaoyang District",100012,Beijing,,CN,China,APAC,FALSE,FALSE,FALSE,40.00578,116.39760
Universal Beijing Resort Universal City Walk & IMAX,universal-beijing-resort-universal-city-walk-imax,,"RE-02, Building 5, Universal Beijing Resort, Tongzhou District",101121,Beijing,,CN,China,APAC,TRUE,FALSE,FALSE,39.86680,116.66310
Beijing Daxing Longfor SFC & IMAX,beijing-daxing-longfor-sfc-imax,,"3F, Longfor Paradise Walk, Yongxing Rd. Daxing District",102600,Bejing,,CN,China,APAC,FALSE,FALSE,FALSE,39.69190,116.32793
Bengbu Wanda & IMAX,bengbu-wanda-imax,,"4th Fl., No. 4399 Donghai St., Bengshan District",233040,Bengbu,,CN,China,APAC,TRUE,FALSE,FALSE,32.92875,117.36897
Benxi Wanda & IMAX,benxi-wanda-imax,,"2F, Wanda Plaza, Qianjin Street, Pingshan District",117022,Benxi,,CN,China,APAC,FALSE,FALSE,FALSE,41.29512,123.78712
Binzhou Wanda & IMAX,binzhou-wanda-imax,,"4F, Wanda Plaza, No. 890 12th Huanghe Road, Bincheng District ",256600,Binzhou,,CN,China,APAC,FALSE,FALSE,FALSE,37.41028,117.99957
Bozhou Wanda & IMAX,bozhou-wanda-imax,,"4F, Wanda Plaza, Intersection of Xiyi Avenue and Duzhong Road, Qiaocheng District",236800,Bozhou,,CN,China,APAC,FALSE,FALSE,FALSE,33.83145,115.78699
Changchun Checheng Wanda & IMAX,changchun-checheng-wanda-imax,,"4F, Wanda Plaza, Intersection of Tengfei Avenue and West Lake Avenue, Qikai District",130011,Changchun,,CN,China,APAC,FALSE,FALSE,FALSE,43.80861,125.15624
Changchun Chongqing Road Wanda & IMAX,changchun-chongqing-road-wanda-imax,,"4F, No.1388, Chongqing Road, Wanda Plaza, Chaoyang District",130061,Changchun,,CN,China,APAC,FALSE,FALSE,FALSE,43.88942,125.31942
Changchun Injoy Bestar & IMAX,changchun-injoy-bestar-imax,,"4F, Injoy Plaza, No.1888 Haoyue Road, Lvyuan District",130062,Changchun,,CN,China,APAC,FALSE,FALSE,FALSE,43.89543,125.28273
Changchun Joy Hub Center Wanda & IMAX,changchun-joy-hub-center-wanda-imax,,"3F, Joy Hub Center, No.399, Bowen Road, Gaoxin District ",130000,Changchun,,CN,China,APAC,FALSE,FALSE,FALSE,43.81853,125.26048
Changchun Kuancheng Wanda & IMAX,changchun-kuancheng-wanda-imax,,"No.3366 N. Renmin St., Kuangcheng District",130000,Changchun,,CN,China,APAC,FALSE,FALSE,FALSE,43.87871,125.32485
Changchun Ouya Wanda & IMAX,changchun-ouya-wanda-imax,,"4F, No.5178,  Kayun Street, Ouya Plaza Gate 20, Gaoxin District",130012,Changchun,,CN,China,APAC,FALSE,FALSE,FALSE,43.85773,125.31913
Changchun Qianjin Street Liwang Wanda & IMAX,changchun-qianjin-street-liwang-wanda-imax,,"Liwang Plaza, No. 996 Qianjin Street, Chaoyang District ",130000,Changchun,,CN,China,APAC,FALSE,FALSE,FALSE,43.84762,125.29646
Changchun Red Flag Street Wanda & IMAX,changchun-red-flag-street-wanda-imax,,"4F, No.616, Hongqi Road, Wanda Plaza, Chaoyang  District",130021,Changchun,,CN,China,APAC,TRUE,FALSE,FALSE,43.88906,125.32023
Changchun Village Hoyts &  IMAX,changchun-village-hoyts-imax,,"5F, Village, Intersection of Xiantai Street and Weixing Road, Nanguan District",130022,Changchun,,CN,China,APAC,FALSE,FALSE,FALSE,43.84122,125.38518
Changchun Jucheng Huayi Plaza Wanda & IMAX,changchun-jucheng-huayi-plaza-wanda-imax,,"3F, Huayi Plaza, Huahui Rd. & Taixing St., Nanguan District",130000,"Changchun, Jilin",,CN,China,APAC,FALSE,FALSE,FALSE,43.79669,125.31883
Changde Wanda & IMAX,changde-wanda-imax,,"4F, Wanda Plaza, Zaoguo Road, Wuling District",415000,Changde,,CN,China,APAC,FALSE,FALSE,FALSE,29.06394,111.68814
CGV Changsha Desiqing & IMAX,cgv-changsha-desiqing-imax,CGV,"5F, Desiqing City Mall, Middle Xiangfu Rd",410000,Changsha,,CN,China,APAC,FALSE,FALSE,FALSE,28.11281,113.01035
Changsha  Guanshaling Garden City Hengdian Finetime & IMAX,changsha-guanshaling-garden-city-hengdian-finetime-and-imax,,"4/F, China Merchants Garden City, Guanshaling Street, Yuelu District",410023,Changsha,Hunan,CN,China,APAC,TRUE,FALSE,FALSE,28.24690,112.94200
Changsha  Longfor Yueliangdao Paradise Walk Xingguangjiaying  & IMAX,changsha-longfor-yueliangdao-paradise-walk-xingguangjiaying-and-imax,,"A5-Z01,A-5F-Z02,A-6F-Z01, Longfor Yueliangdao Street, Yinshan Road and Yueliangdao Road, Wangcheng District",410203,Changsha,Hunan,CN,China,APAC,TRUE,FALSE,FALSE,28.28660,112.89760
Changsha Kaifu Wanda & IMAX,changsha-kaifu-wanda-imax,,"5th/6th Fl, Entertainment Bldg, Wanda Plaza, Mid Xiangjiang Rd",41000,Changsha,,CN,China,APAC,FALSE,FALSE,FALSE,28.21133,112.97322
Changsha Meixi Lake BBG Wanda & IMAX,changsha-meixi-lake-bbg-wanda-imax,,"No.1099 Fenglin No.3 Rd., Yuelu District",410000,Changsha,,CN,China,APAC,FALSE,FALSE,FALSE,28.20648,112.86903
Changsha Meixi Lake CGV & IMAX,changsha-meixi-lake-cgv-imax,CGV,"3F, Jinmao Place, No.1177 Huanhu Road, Yuelu District",410000,Changsha,,CN,China,APAC,FALSE,FALSE,FALSE,28.20178,112.91077
Changsha MixC & IMAX,changsha-mixc-and-imax,,"L610+L701, Changsha MixC, No.11 Tongzipo Road, Yinpenling Street, Yuelu District",410205,Changsha,Hunan,CN,China,APAC,TRUE,FALSE,FALSE,28.21800,112.90040
Changsha U.you Town Hengdian & IMAX,changsha-uyou-town-hengdian-imax,,"3F, Building S8, No. 81 East Mulian Rd, Yuhua District",410000,Changsha,,CN,China,APAC,FALSE,FALSE,FALSE,28.13449,113.04107
Changsha Wanda & IMAX,changsha-wanda-imax,,"4F, No.445, Huangxing South Road, Wanda Plaza, Tianxin District",410005,Changsha,,CN,China,APAC,TRUE,FALSE,FALSE,28.18233,112.97046
Changsha Zhongmao City Wanda & IMAX,changsha-zhongmao-city-wanda-imax,,"5F, Building 4, Zhongmao City, Xiangyang Rd",410100,Changsha,,CN,China,APAC,FALSE,FALSE,FALSE,28.22826,113.07839
Changsha Yanghu Paradise Walk Bona & IMAX,changsha-yanghu-paradise-walk-bona-imax,,"Z02, A1-4F, Paradise Walk, 69 Xiandao Road, Yuelu District",410000,"Changsha, Hunan",,CN,China,APAC,TRUE,FALSE,FALSE,28.12990,112.94390
Changsha Livat Hoyts & IMAX,changsha-livat-hoyts-imax,,"4th floor , Livat Center, Yuelu District",410000,"Changsha, Hunan Province",,CN,China,APAC,FALSE,FALSE,FALSE,28.22300,112.98120
Changsha Yunda Mode VHC & IMAX,changsha-yunda-mode-vhc-imax,,"L501, 5F Yunda Mode, 567 Changsha Avenue, Yuhua District",410000,"Changsha, Hunan Province",,CN,China,APAC,TRUE,FALSE,FALSE,28.16980,113.04260
Changshu Wanda & IMAX,changshu-wanda-imax,,"4F, Wanda Plaza, No.8 Zhuhai Road",215500,Changshu,,CN,China,APAC,FALSE,FALSE,FALSE,31.68912,120.73865
Changzhi Wanda & IMAX,changzhi-wanda-imax,,"4F, Wanda Plaza, No. 222 North Yingxiong Rd ",46000,Changzhi,,CN,China,APAC,FALSE,FALSE,FALSE,36.22473,113.13449
Changzhou Global Harbor SFC & IMAX,changzhou-global-harbor-sfc-imax,,"4F, Global Harbor, No.588 Middle Tongjiang Rd., Xinbei District",213100,Changzhou,,CN,China,APAC,FALSE,FALSE,FALSE,31.84823,119.98234
Changzhou Jintan InJoy Bestar & IMAX,changzhou-jintan-injoy-bestar-imax,,"4F, InJoy Plaza, No.1208, South Ring 2nd Road, Jintan District",213200,Changzhou,,CN,China,APAC,FALSE,FALSE,FALSE,31.73608,119.59770
Changzhou Longcheng Paradise Walk CGV & IMAX,changzhou-longcheng-paradise-walk-cgv-imax,CGV,"5F, Longcheng Paradise Walk, No. 295 Qingye Rd, Zhonglou District",213012,Changzhou,,CN,China,APAC,FALSE,FALSE,FALSE,31.79943,119.92183
Changzhou Omnijoi & IMAX,changzhou-omnijoi-imax,,"5th floor, 999 North Lanling Rd, Tianning District",213000,Changzhou,,CN,China,APAC,FALSE,FALSE,FALSE,31.77131,119.95964
Changzhou OSGH Cinema & IMAX,changzhou-osgh-cinema-imax,,"No.1, Yanling West Road, Zhonglou District",213000,Changzhou,,CN,China,APAC,FALSE,FALSE,FALSE,31.77712,119.95826
Changzhou Wujin Wanda & IMAX,changzhou-wujin-wanda-imax,,"4th Fl,Hutanghuayuan Rd No.301, Wujin Dist.",213000,Changzhou,,CN,China,APAC,FALSE,FALSE,FALSE,31.72545,119.94510
Changzhou Xinbei Wanda & IMAX,changzhou-xinbei-wanda-imax,,"5F, No.88, Mid Tongjiang Road, Wanda Plaza, Xinbei District",213125,Changzhou,,CN,China,APAC,FALSE,FALSE,FALSE,31.81681,119.96917
Chaoyang Wanda & IMAX,chaoyang-wanda-imax,,"4F, Wanda Plaza, No.2 Huanghe Road, Shuangtai District",122000,Chaoyang,,CN,China,APAC,FALSE,FALSE,FALSE,41.59999,120.46763
Chengdu JOYOUS TIME Jinyi & IMAX,chengdu-joyous-time-jinyi-and-imax,,"4F, Heyue Plaza, No. 199, Section 2, Lushan Avenue, Wan'an Street, Shuangliu District",610200,Chengau,,CN,China,APAC,TRUE,FALSE,FALSE,30.47980,104.11180
Chengde Zhongliang Phoenix City Meicity & IMAX,chengde-zhongliang-phoenix-city-meicity-and-imax,,"B1F, Commercial Area B, Zhongliang Phoenix City, West of High Speed Railway South Station, Gaoxin District,",67055,Chengde City,Hebei,CN,China,APAC,TRUE,FALSE,FALSE,41.31320,117.72200
CGV Chengdu Shihao & IMAX,cgv-chengdu-shihao-imax,CGV,"5th Fl, Shihao Square, 998 Jiannan Avenue, Gaoxin District",610000,Chengdu,,CN,China,APAC,FALSE,FALSE,FALSE,30.54698,104.04573
Chengdu 468 Ito Plaza Wanda & IMAX,chengdu-468-ito-plaza-wanda-imax,,"6F, Ito Plaza, No. 35, Xishu Street, Jinjiang District",610011,Chengdu,,CN,China,APAC,FALSE,FALSE,FALSE,30.61135,104.16273
Chengdu Bravo Shuangliu & IMAX,chengdu-bravo-shuangliu-imax,,"No.177, Baiyun Street, Shuangliu Town",610299,Chengdu,,CN,China,APAC,FALSE,FALSE,FALSE,30.62769,104.05598
Chengdu CGV & IMAX,chengdu-cgv-imax,CGV,"4th Fl., No.183, Jiaoda District, Jinniu District",610000,Chengdu,,CN,China,APAC,FALSE,FALSE,FALSE,30.69674,104.79646
Chengdu Chongzhou Wanda & IMAX,chengdu-chongzhou-wanda-imax,,"4F, Wanda Plaza, No.299 East Yongkang Road, Chongzhou",611230,Chengdu,,CN,China,APAC,FALSE,FALSE,FALSE,30.62892,103.69231
Chengdu Huanqiu Stellar & IMAX,chengdu-huanqiu-stellar-imax,,"4th Fl, Huanqiu Mall, No.1700 North Tianfu Rd",610017,Chengdu,,CN,China,APAC,FALSE,FALSE,FALSE,30.75776,103.97302
Chengdu International Finance Square Emperor & IMAX,chengdu-international-finance-square-emperor-and-imax,,"Shop L614, 6th Floor, Chengdu International Finance Square, No. 1, Section 3, Hongxing Road, Jinjiang District",610011,Chengdu,Sichuan Province,CN,China,APAC,TRUE,FALSE,FALSE,30.65460,104.08040
Chengdu Jinhua Wanda & IMAX,chengdu-jinhua-wanda-imax,,"3F, No.68, Jinhua Road First Section, Wanda Plaza No.365, Jinjiang District",610011,Chengdu,,CN,China,APAC,FALSE,FALSE,FALSE,30.65737,104.07542
Chengdu Jinnan Longfor CGV & IMAX,chengdu-jinnan-longfor-cgv-imax,CGV,"5th Floor, Jinnan Longfor, No.66 of Jinjixi Street I, Wuhou District",610000,Chengdu,,CN,China,APAC,FALSE,FALSE,FALSE,30.65470,104.00310
Chengdu Jinniu Wanda & IMAX,chengdu-jinniu-wanda-imax,,"4F, Wanda Plaza, No.1 North Three Sect. of Yihuan Rd, Jinniu District, Sichuan Province",610031,Chengdu,,CN,China,APAC,FALSE,FALSE,FALSE,30.66845,104.11183
Chengdu Jinyi & IMAX,chengdu-jinyi-imax,,"3rd fl, Perennial Plaza, No.55 North of Guanghua No.3 Road, Qingyang District",610000,Chengdu,,CN,China,APAC,FALSE,FALSE,FALSE,30.67110,103.96412
Chengdu Joy City Bona & IMAX,chengdu-joy-city-bona-imax,,"4F-001, Joy City, No. 518, Dayue Rd, Wuhou District ",610000,Chengdu,,CN,China,APAC,FALSE,FALSE,FALSE,30.62656,104.01044
Chengdu Kehua SFC & IMAX,chengdu-kehua-sfc-imax,,"5F, Wangfujing Department Store, No.9 Middle Kehua Road, Wuhou District",610042,Chengdu,,CN,China,APAC,FALSE,FALSE,FALSE,30.62417,104.08268
Chengdu Longfor SFC & IMAX,chengdu-longfor-sfc-imax,,"4th Fl, Longfor Paradise Wall, No.89 Hezuo Road, West Gaoxin District",611731,Chengdu,,CN,China,APAC,FALSE,FALSE,FALSE,30.75479,103.91903
Chengdu Renhe Town Omnijoi & IMAX,chengdu-renhe-town-omnijoi-imax,,"5F, Renhe Town, No.505, Fucheng Avenue, Gaoxin District ",610041,Chengdu,,CN,China,APAC,FALSE,FALSE,FALSE,30.59399,104.05934
Chengdu Shudu Wanda & IMAX,chengdu-shudu-wanda-imax,,"Intersection of East Chengguan Rd, and East Wangcong Rd.",610000,Chengdu,,CN,China,APAC,FALSE,FALSE,FALSE,30.81359,103.91335
Chengdu The RING Infinite Dream Space & IMAX,chengdu-the-ring-infinite-dream-space-and-imax,,"4F, Building 1, No. 333, Dongda Road, Dongda Street, Jinjiang District",610000,Chengdu,,CN,China,APAC,FALSE,FALSE,FALSE,30.63390,104.11190
Chengdu Tianfu Joy City Bona & IMAX,chengdu-tianfu-joy-city-bona-and-imax,,"L508-510, No. 500, Xingkang 3rd Street, Zhengxing Street, Tianfu New District",610000,Chengdu,Sichuan,CN,China,APAC,TRUE,FALSE,FALSE,30.46650,103.96650
Chengdu UA IFC & IMAX,chengdu-ua-ifc-imax,,"6th fl, NO. 1 Hongxing Rd, Jinjiang Dist, Sichuan Province",610021,Chengdu,,CN,China,APAC,FALSE,FALSE,FALSE,30.67044,104.07470
Chengdu Xindu Seven One CGV & IMAX,chengdu-xindu-seven-one-cgv-imax,CGV,"5F, Seven One Plaza, No.2 Jinguang Road, Xindu District",610500,Chengdu,,CN,China,APAC,FALSE,FALSE,FALSE,30.82184,104.17381
Chengdu Yinglifang 773 IMAX,chengdu-yinglifang-773-imax,,"Chengdu Music Park, No. 4 South Jianshe Road, Chenghua District, Sichuan",610000,Chengdu,,CN,China,APAC,FALSE,FALSE,FALSE,30.67120,104.12065
Longfor Beicheng Paradise Walk China Film Zijing Int'l & IMAX,longfor-beicheng-paradise-walk-china-film-zijing-intl-and-imax,,"5F, North Hall, Longfor Beicheng Paradise Walk, No. 1, Wukuaishi Road, Jinniu District",610000,Chengdu,Sichuan Province,CN,China,APAC,TRUE,FALSE,FALSE,30.70940,104.06570
Chengdu MixC Ph2 Broadway & IMAX,chengdu-mixc-ph2-broadway-imax,,"4F, MixC, No,.8, Shuangqing Rd., Chenghua District",610056,"Chengdu, Sichuan",,CN,China,APAC,FALSE,FALSE,FALSE,30.65080,104.11920
Chengdu Shin Kong Plaza Emperor & IMAX,chengdu-shin-kong-plaza-emperor-imax,,"7F, Shin Kong Plaza, No. 1599, 3rd Section, Guanghua Avenue, Wenjiang District",611130,"Chengdu, Sichuan",,CN,China,APAC,TRUE,FALSE,FALSE,30.67807,103.88379
Chengdu Aegean Sea Jinyi & IMAX,chengdu-aegean-sea-jinyi-imax,,"5F, Unit 1, Building 1, 919 Guoning East Road, Xipu District",611730,"Chengdu, Sichuan Province",,CN,China,APAC,FALSE,FALSE,FALSE,30.74610,103.98200
Chengdu Global Center Bona & IMAX,chengdu-global-center-bona-imax,,"Unit 401, 4th Floor, Global Center, No. 1700, North Tianfu Avenue, High-tech Zone",610000,"Chengdu, Sichuan Province",,CN,China,APAC,TRUE,FALSE,FALSE,30.58450,104.06820
Chengdu Longquanyi HOYTS & IMAX,chengdu-longquanyi-hoyts-imax,,"6F, Hoyts Cinema, Shimao Plaza, No.833 Jinfeng Road, Longquanyi District",610100,"Chengdu, Sichuan Province",,CN,China,APAC,FALSE,FALSE,FALSE,30.57480,104.19100
Chengdu The Magic Hoyts & IMAX,chengdu-magic-hoyts-imax,,"L6, Building 5, No. 1777 North Tianfu Avenue, Wuhou District",610096,"Chengdu, Sichuan Province",,CN,China,APAC,FALSE,FALSE,FALSE,30.57550,104.07010
